363,2,0,5,20
363,3,1,20,35
364,1,0,0,0
364,2,0,5,20
364,3,1,15,35
365,1,0,0,0
365,2,1,5,50
365,3,0,20,65
366,1,0,0,0
366,2,0,10,5
366,3,1,15,50
367,1,0,0,0
367,2,0,15,5
367,3,1,20,20
368,1,0,0,0
368,2,0,10,35
368,3,1,15,65
369,1,0,0,0
369,2,1,5,5
369,3,0,10,50
370,1,0,0,0
370,2,1,5,65
370,3,0,10,80
371,1,1,0,0
371,2,0,5,20
371,3,0,20,35
372,1,0,0,0
372,2,0,5,20
372,3,1,15,35
373,1,0,0,0
373,2,1,5,50
373,3,0,20,65
374,1,0,0,0
374,2,0,10,5
374,3,1,15,50
375,1,0,0,0
375,2,1,15,5
375,3,0,20,20
376,1,1,0,0
376,2,0,10,35
376,3,0,15,65
377,1,1,0,0
377,2,0,5,20
377,3,0,10,50
378,1,0,0,0
378,2,1,5,50
378,3,0,15,65
379,1,0,0,0
379,2,1,10,20
379,3,0,20,35
380,1,0,0,0
380,2,1,5,65
380,3,0,15,80
381,1,0,0,0
381,2,0,10,5
381,3,1,15,20
382,1,1,0,0
382,2,0,15,5
382,3,0,20,35
383,1,0,0,0
383,2,1,5,35
383,3,0,20,50
384,1,0,0,0
384,2,1,5,5
384,3,0,10,65
385,1,0,0,0
385,2,1,5,20
385,3,0,10,50
386,1,0,0,0
386,2,1,5,50
386,3,0,15,65
387,1,0,0,0
387,2,0,10,20
387,3,1,20,35
388,1,1,0,0
388,2,0,5,65
388,3,0,15,80
389,1,0,0,0
389,2,0,10,5
389,3,1,15,20
390,1,0,0,0
390,2,1,15,5
390,3,0,20,35
391,1,0,0,0
391,2,1,5,35
391,3,0,20,50
392,1,0,0,0
392,2,0,5,5
392,3,1,10,65
393,1,0,0,0
393,2,1,10,20
393,3,0,15,65
394,1,1,0,0
394,2,0,15,20
394,3,0,20,50
395,1,0,0,0
395,2,1,5,50
395,3,0,10,65
396,1,1,0,0
396,2,0,10,5
396,3,0,15,35
397,1,1,0,0
397,2,0,5,5
397,3,0,20,20
398,1,1,0,0
398,2,0,5,35
398,3,0,15,50
399,1,1,0,0
399,2,0,10,35
399,3,0,20,50
400,1,1,0,0
400,2,0,15,5
400,3,0,20,65
401,1,0,0,0
401,2,1,5,20
401,3,0,10,50
402,1,0,0,0
402,2,1,5,50
402,3,0,15,65
403,1,0,0,0
403,2,0,10,20
403,3,1,20,35
404,1,1,0,0
404,2,0,5,65
404,3,0,15,80
405,1,0,0,0
405,2,0,10,5
405,3,1,15,20
406,1,0,0,0
406,2,1,15,5
406,3,0,20,35
407,1,1,0,0
407,2,0,5,35
407,3,0,20,50
408,1,0,0,0
408,2,0,5,5
408,3,1,10,65
409,1,0,0,0
409,2,1,10,20
409,3,0,15,65
410,1,0,0,0
410,2,1,15,20
410,3,0,20,50
411,1,0,0,0
411,2,0,5,50
411,3,1,10,65
412,1,0,0,0
412,2,0,10,5
412,3,1,15,35
413,1,0,0,0
413,2,0,5,5
413,3,1,20,20
414,1,0,0,0
414,2,0,5,35
414,3,1,15,50
415,1,0,0,0
415,2,0,10,35
415,3,1,20,50
416,1,0,0,0
416,2,0,15,5
416,3,1,20,65
417,1,0,0,0
417,2,0,5,20
417,3,1,10,50
418,1,0,0,0
418,2,0,5,50
418,3,1,15,65
419,1,0,0,0
419,2,0,10,20
419,3,1,20,35
420,1,0,0,0
420,2,0,5,65
420,3,1,15,80
421,1,0,0,0
421,2,0,10,5
421,3,1,15,20
422,1,0,0,0
422,2,0,15,5
422,3,1,20,35
423,1,0,0,0
423,2,0,5,35
423,3,1,20,50
424,1,0,0,0
424,2,0,5,5
424,3,1,10,65
425,1,0,0,0
425,2,1,5,5
425,3,0,10,50
426,1,0,0,0
426,2,1,5,65
426,3,0,10,80
427,1,0,0,0
427,2,1,5,20
427,3,0,20,35
428,1,0,0,0
428,2,1,5,20
428,3,0,15,35
429,1,0,0,0
429,2,1,5,50
429,3,0,20,65
430,1,0,0,0
430,2,1,10,5
430,3,0,15,50
431,1,1,0,0
431,2,0,15,5
431,3,0,20,20
432,1,0,0,0
432,2,1,10,35
432,3,0,15,65
433,1,0,0,0
433,2,1,10,20
433,3,0,15,65
434,1,0,0,0
434,2,1,15,20
434,3,0,20,50
435,1,0,0,0
435,2,1,5,50
435,3,0,10,65
436,1,0,0,0
436,2,1,10,5
436,3,0,15,35
437,1,0,0,0
437,2,1,5,5
437,3,0,20,20
438,1,0,0,0
438,2,1,5,35
438,3,0,15,50
439,1,0,0,0
439,2,1,10,35
439,3,0,20,50
440,1,0,0,0
440,2,1,15,5
440,3,0,20,65
441,1,0,0,0
441,2,1,5,20
441,3,0,10,50
442,1,1,0,0
442,2,0,5,50
442,3,0,15,65
443,1,1,0,0
443,2,0,10,20
443,3,0,20,35
444,1,1,0,0
444,2,0,5,65
444,3,0,15,80
445,1,0,0,0
445,2,0,10,5
445,3,1,15,20
446,1,0,0,0
446,2,1,15,5
446,3,0,20,35
447,1,1,0,0
447,2,0,5,35
447,3,0,20,50
448,1,0,0,0
448,2,1,5,5
448,3,0,10,65
449,1,1,0,0
449,2,0,10,20
449,3,0,15,65
450,1,0,0,0
450,2,1,15,20
450,3,0,20,50
451,1,0,0,0
451,2,1,5,50
451,3,0,10,65
452,1,0,0,0
452,2,1,10,5
452,3,0,15,35
453,1,0,0,0
453,2,1,5,5
453,3,0,20,20
454,1,0,0,0
454,2,1,5,35
454,3,0,15,50
455,1,0,0,0
455,2,1,10,35
455,3,0,20,50
456,1,0,0,0
456,2,1,15,5
456,3,0,20,65
457,1,0,0,0
457,2,0,5,20
457,3,1,10,50
458,1,0,0,0
458,2,0,5,50
458,3,1,15,65
459,1,0,0,0
459,2,0,10,20
459,3,1,20,35
460,1,0,0,0
460,2,0,5,65
460,3,1,15,80
461,1,0,0,0
461,2,0,10,5
461,3,1,15,20
462,1,0,0,0
462,2,0,15,5
462,3,1,20,35
463,1,0,0,0
463,2,0,5,35
463,3,1,20,50
464,1,0,0,0
464,2,0,5,5
464,3,1,10,65
465,1,0,0,0
465,2,0,5,5
465,3,1,10,50
466,1,0,0,0
466,2,1,5,65
466,3,0,10,80
467,1,0,0,0
